rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database,neglogpadj
275,RAPGEF5,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
276,RARG,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
277,RAX,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
278,RBPJL,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""DPP6"", ""NR5A2"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
279,RCOR2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ZIC2"", ""MYBL2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
280,RFX2,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""PLAGL1"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
281,RFX4,0.000348227,9.289965986,73.97279109,"c(""ZIC2"", ""PAX6"", ""PTN"", ""PLPP3"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
282,RGS9,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
283,SATB1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
284,SCRT1,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""ADGRB1"", ""PAX6"", ""RIMKLA"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
285,SIX3,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""ZIC2"", ""PAX6"", ""PAX5"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
286,SLC26A10,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
287,SLC39A10,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
288,SMAD3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
289,SORBS2,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""ABLIM1"", ""PLK2"", ""PTN"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
290,SOX13,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
291,SOX30,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""NR5A2"", ""PLAGL1"", ""PAX6"", ""NEB"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
292,SOX5,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""PLAGL1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
293,SOX8,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ADGRB1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
294,SOX9,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
295,SP5,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""NR5A2"", ""ZIC2"", ""PAX6"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
296,TBX1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ZIC2"", ""PLAGL1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
297,TBX20,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
298,TBX22,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""DPP6"", ""LUZP2"", ""IL1RAPL1"", ""FGF13"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
299,TBX3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
300,TCF15,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""NR5A2"", ""PLK2"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
301,TCF24,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""IRX5"", ""ZIC2"", ""PAX6"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
302,TCFL5,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""PLAGL1"", ""MYBL2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
303,TEAD1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
304,TFAP2B,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
305,TFAP2D,0.000348227,9.289965986,73.97279109,"c(""GRM7"", ""ZIC2"", ""LUZP2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
306,TIGD3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""RECQL4"", ""MYBL2"", ""PLPP3"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
307,TLX3,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
308,TOX2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
309,TOX3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLAGL1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
310,TP73,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""ADGRB1"", ""PAX6"", ""MYBL2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
311,TRERF1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
312,TSHZ1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
313,TSHZ2,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""ABLIM1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
314,TWIST1,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PTN"", ""PLPP3"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
315,VAX2,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PLAGL1"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
316,WT1,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""PLAGL1"", ""PAX6"", ""PTX3"", ""PTN"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
317,ZBTB9,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""RSL1D1"", ""ABLIM1"", ""PLK2"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
318,ZFP42,0.000348227,9.289965986,73.97279109,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""MYBL2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
319,ZFP64,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""PLK2"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
320,ZHX2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
321,ZIC2,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PAX6"", ""PTN"", ""PLPP3"", ""SOX21"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
322,ZMAT3,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
323,ZNF311,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""NR5A2"", ""PAX6"", ""MYBL2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
324,ZNF334,0.000348227,9.289965986,73.97279109,"c(""DPP6"", ""PLK2"", ""PTX3"", ""PTN"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
325,ZNF337,0.000348227,9.289965986,73.97279109,"c(""EFNB1"", ""PIDD1"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
326,ZNF35,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""PLK2"", ""PLAGL1"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
327,ZNF423,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""ZIC2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
328,ZNF454,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""DPP6"", ""GRM7"", ""LUZP2"", ""PAX6"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
329,ZNF462,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
330,ZNF485,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""RSL1D1"", ""ABLIM1"", ""ZIC2"", ""PLK2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
331,ZNF496,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""MYBL2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
332,ZNF521,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""PTX3"", ""PTN"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
333,ZNF578,0.000348227,9.289965986,73.97279109,"c(""ABLIM1"", ""DPP6"", ""NR5A2"", ""PAX6"", ""CDK5R1"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
334,ZNF608,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
335,ZNF665,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
336,ZNF704,0.000348227,9.289965986,73.97279109,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
337,ZSCAN10,0.000348227,9.289965986,73.97279109,"c(""COL18A1"", ""NR5A2"", ""ZIC2"", ""MYBL2"", ""SULF2"")",0.001448709,Enrichr_Submissions_TF-Gene_Coocurrence,2.839018874
338,AEBP2,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
339,AFF3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
340,AHDC1,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
341,AHR,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
342,AIRE,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""NR5A2"", ""PAX5"", ""IL18R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
343,ALX1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
344,ARNTL,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
345,ARNTL2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
346,ASCL4,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
347,BNC1,0.003208274,7.206229959,41.37833287,"c(""PTX3"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
348,BNC2,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
349,CEBPA,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""SYK"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
350,CHD6,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
351,CREB5,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
352,CTCFL,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""MYBL2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
353,DACH2,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""IL1RAPL1"", ""PAX6"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
354,DLX5,0.003208274,7.206229959,41.37833287,"c(""IRX5"", ""ZIC2"", ""PAX6"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
355,DMRT2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PTX3"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
356,DNAJC1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
357,DPF1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ADGRB1"", ""MYBL2"", ""CDK5R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
358,DPF3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
359,DRGX,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
360,DSP,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
361,EGR2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
362,EGR3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
363,EGR4,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ZIC2"", ""PLK2"", ""ADGRB1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
364,EHF,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
365,EPAS1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
366,ERF,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
367,ESX1,0.003208274,7.206229959,41.37833287,"c(""EFNB1"", ""PLAGL1"", ""PAX6"", ""FGF13"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
368,ETV5,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
369,FAM170A,0.003208274,7.206229959,41.37833287,"c(""PPP1R17"", ""GRM7"", ""LUZP2"", ""CDH20"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
370,FAM171B,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PTN"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
371,FERD3L,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
372,FIGLA,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
373,FOSL1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PTX3"", ""MYBL2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
374,FOXD4,0.003208274,7.206229959,41.37833287,"c(""ZIC2"", ""PLK2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
375,FOXF1,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PTX3"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
376,FOXJ1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""ZIC2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
377,FOXL1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""IRX5"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
378,FOXO1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
379,FOXP2,0.003208274,7.206229959,41.37833287,"c(""PLAGL1"", ""PAX6"", ""PTN"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
380,FOXP3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""MYBL2"", ""PAX5"", ""IL18R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
381,FOXS1,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PTX3"", ""PTN"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
382,GCM1,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PAX5"", ""PLPP3"", ""IL18R1"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
383,GCM2,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""PLAGL1"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
384,GLIS2,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
385,GRHL2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""NR5A2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
386,GRHL3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
387,GTF2IRD2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
388,HAND1,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
389,HELT,0.003208274,7.206229959,41.37833287,"c(""DPP6"", ""NR5A2"", ""IRX5"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
390,HIVEP2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLK2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
391,HLX,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
392,HNF1A,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""NR5A2"", ""PAX6"", ""PAX5"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
393,HNF1B,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""NR5A2"", ""PAX6"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
394,HOPX,0.003208274,7.206229959,41.37833287,"c(""ABLIM1"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
395,HOXA11,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""ZIC2"", ""PAX6"", ""PTX3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
396,HOXA6,0.003208274,7.206229959,41.37833287,"c(""NR5A2"", ""IRX5"", ""ZIC2"", ""PLPP3"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
397,HOXB6,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""COL18A1"", ""PLK2"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
398,HOXC13,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
399,HOXD9,0.003208274,7.206229959,41.37833287,"c(""COL18A1"", ""IRX5"", ""ZIC2"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
400,ID1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
401,ID2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
402,ID3,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
403,INSM1,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ZIC2"", ""PLAGL1"", ""PAX6"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
404,ISL1,0.003208274,7.206229959,41.37833287,"c(""PLK2"", ""PAX6"", ""PTN"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
405,JDP2,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""PLK2"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
406,KLF12,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
407,KLF13,0.003208274,7.206229959,41.37833287,"c(""DUSP4"", ""ABLIM1"", ""PLPP3"", ""SULF2"")",0.008423221,Enrichr_Submissions_TF-Gene_Coocurrence,2.074521828
