rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database,neglogpadj
1020,ZNF596,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1021,ZNF600,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1022,ZNF613,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1023,ZNF615,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1024,ZNF620,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1025,ZNF623,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1026,ZNF626,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1027,ZNF641,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""PLPP3"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1028,ZNF649,0.125064201,3.394975395,7.057909636,"c(""ZIC2"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1029,ZNF667,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PTN"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1030,ZNF668,0.125064201,3.394975395,7.057909636,"c(""RECQL4"", ""COL18A1"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1031,ZNF670,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1032,ZNF671,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1033,ZNF675,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1034,ZNF695,0.125064201,3.394975395,7.057909636,"c(""RECQL4"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1035,ZNF696,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""RECQL4"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1036,ZNF699,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1037,ZNF705F,0.125064201,3.394975395,7.057909636,"c(""KIF24"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1038,ZNF710,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1039,ZNF714,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1040,ZNF738,0.125064201,3.394975395,7.057909636,"c(""ZIC2"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1041,ZNF74,0.125064201,3.394975395,7.057909636,"c(""MYBL2"", ""CDK5R1"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1042,ZNF746,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1043,ZNF749,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""CDK5R1"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1044,ZNF763,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1045,ZNF772,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1046,ZNF775,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""COL18A1"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1047,ZNF781,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""PLPP3"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1048,ZNF782,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1049,ZNF783,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1050,ZNF788,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1051,ZNF8,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1052,ZNF80,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PAX5"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1053,ZNF808,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1054,ZNF846,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1055,ZNF90,0.125064201,3.394975395,7.057909636,"c(""ZIC2"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1056,ZNF99,0.125064201,3.394975395,7.057909636,"c(""DPP6"", ""LUZP2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1057,ZRSR1,0.125064201,3.394975395,7.057909636,"c(""PLK2"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1058,ZRSR2,0.125064201,3.394975395,7.057909636,"c(""RSL1D1"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1059,ZSCAN12,0.125064201,3.394975395,7.057909636,"c(""ABLIM1"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1060,ZSCAN20,0.125064201,3.394975395,7.057909636,"c(""PLPP3"", ""SULF2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1061,ZSCAN21,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1062,ZSCAN22,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1063,ZSCAN23,0.125064201,3.394975395,7.057909636,"c(""PAX6"", ""NEB"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1064,ZSCAN5A,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLK2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1065,ZSCAN5B,0.125064201,3.394975395,7.057909636,"c(""NR5A2"", ""MYBL2"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1066,ZXDC,0.125064201,3.394975395,7.057909636,"c(""DUSP4"", ""PLPP3"")",0.164484061,Enrichr_Submissions_TF-Gene_Coocurrence,0.783876179
1067,ADNP2,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1068,AHCTF1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1069,AKNA,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1070,ANKZF1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1071,ARGFX,0.461086327,1.649412752,1.276925859,PAX5,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1072,ATF5,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1073,BATF2,0.461086327,1.649412752,1.276925859,PTX3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1074,BATF3,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1075,BBX,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1076,BCLAF1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1077,CAMTA2,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1078,CASP8AP2,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1079,CBLL1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1080,CDC5L,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1081,CEBPB,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1082,CEBPE,0.461086327,1.649412752,1.276925859,COL18A1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1083,CEBPZ,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1084,CHD9,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1085,COPS2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1086,CPSF4,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1087,CREB3,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1088,CREB3L4,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1089,CUL1,0.461086327,1.649412752,1.276925859,RAB7A,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1090,CUL2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1091,DBP,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1092,DEPDC5,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1093,DHX34,0.461086327,1.649412752,1.276925859,COL18A1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1094,DHX57,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1095,DMC1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1096,DMTF1,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1097,DNAJC2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1098,DNAJC21,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1099,DOT1L,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1100,DUS3L,0.461086327,1.649412752,1.276925859,RECQL4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1101,DUSP12,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1102,E2F3,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1103,E2F4,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1104,ELF5,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1105,ESR1,0.461086327,1.649412752,1.276925859,SULF2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1106,FARSA,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1107,FARSB,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1108,FLI1,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1109,FOXA1,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1110,FOXI1,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1111,FOXJ2,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1112,FOXK1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1113,FOXK2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1114,FOXN1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1115,GATAD2A,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1116,GTF2E2,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1117,GTF2F1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1118,GTF2F2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1119,GTF2H2,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1120,GZF1,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1121,HAND2,0.461086327,1.649412752,1.276925859,PTN,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1122,HIST1H1A,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1123,HIST1H1B,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1124,HIST1H1C,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1125,HIST1H1D,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1126,HIST1H1E,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1127,HMBOX1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1128,HMGA1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1129,HMGB2,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1130,HMGB3,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1131,HNF4A,0.461086327,1.649412752,1.276925859,NR5A2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1132,HNF4G,0.461086327,1.649412752,1.276925859,NR5A2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1133,HOXA7,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1134,HSF2,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1135,IGHM,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1136,IKZF1,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1137,IRF2,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1138,IRF5,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1139,IRF8,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1140,IRF9,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1141,IRX6,0.461086327,1.649412752,1.276925859,IRX5,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1142,JUND,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1143,KLF1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1144,LARP1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1145,LARP4,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1146,LARP7,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1147,LENG9,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1148,LYL1,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1149,MACF1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1150,MAFG,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1151,MAZ,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1152,MBNL1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1153,MIER2,0.461086327,1.649412752,1.276925859,COL18A1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1154,MLLT1,0.461086327,1.649412752,1.276925859,COL18A1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1155,MLX,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1156,MLXIP,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1157,MNT,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1158,MST1R,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1159,MTA1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1160,MYBL2,0.461086327,1.649412752,1.276925859,RECQL4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1161,MYF6,0.461086327,1.649412752,1.276925859,NEB,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1162,NFAT5,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1163,NFE2L1,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1164,NFE2L2,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1165,NFRKB,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1166,NFYB,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1167,NOC3L,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1168,NR1H3,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1169,NR1I2,0.461086327,1.649412752,1.276925859,NR5A2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1170,NRF1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1171,NUPL2,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1172,OTOP3,0.461086327,1.649412752,1.276925859,SOX21,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1173,OVOL1,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1174,PCGF6,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1175,PHF21A,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1176,PKNOX1,0.461086327,1.649412752,1.276925859,SULF2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1177,PLAGL2,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1178,PLEK,0.461086327,1.649412752,1.276925859,SYK,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1179,PRB3,0.461086327,1.649412752,1.276925859,NEB,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1180,PRB4,0.461086327,1.649412752,1.276925859,NEB,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1181,PRDM10,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1182,PRDM15,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1183,PRDM2,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1184,PRDM4,0.461086327,1.649412752,1.276925859,PLK2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1185,PRDM6,0.461086327,1.649412752,1.276925859,NR5A2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1186,PRMT3,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1187,PSMD12,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1188,RAX2,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1189,RBAK,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1190,RBM10,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1191,RBM22,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1192,RCOR3,0.461086327,1.649412752,1.276925859,PLPP3,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1193,RFX3,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1194,RFX7,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1195,RNF113A,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1196,RNF113B,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1197,RNF138,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1198,RORC,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1199,RREB1,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1200,SEMA4A,0.461086327,1.649412752,1.276925859,SULF2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1201,SETDB1,0.461086327,1.649412752,1.276925859,MYBL2,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1202,SF3A3,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1203,SMARCA5,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1204,SMARCC1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1205,SMARCE1,0.461086327,1.649412752,1.276925859,RSL1D1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1206,SNAI3,0.461086327,1.649412752,1.276925859,DUSP4,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1207,SOHLH1,0.461086327,1.649412752,1.276925859,ADGRB1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
1208,SP4,0.461086327,1.649412752,1.276925859,ABLIM1,0.461086327,Enrichr_Submissions_TF-Gene_Coocurrence,0.336217756
